date,geography,geography code,Rural Urban,Sex: All persons; Economic Activity: All usual residents aged 16 to 74; measures: Value,Sex: All persons; Economic Activity: Economically active; measures: Value,Sex: All persons; Economic Activity: Economically active: In employment; measures: Value,Sex: All persons; Economic Activity: Economically active: Employee: Part-time; measures: Value,Sex: All persons; Economic Activity: Economically active: Employee: Full-time; measures: Value,Sex: All persons; Economic Activity: Economically active: Self-employed; measures: Value,Sex: All persons; Economic Activity: Economically active: Unemployed; measures: Value,Sex: All persons; Economic Activity: Economically active: Full-time student; measures: Value,Sex: All persons; Economic Activity: Economically Inactive; measures: Value,Sex: All persons; Economic Activity: Economically inactive: Retired; measures: Value,Sex: All persons; Economic Activity: Economically inactive: Student (including full-time students); measures: Value,Sex: All persons; Economic Activity: Economically inactive: Looking after home or family; measures: Value,Sex: All persons; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value,Sex: All persons; Economic Activity: Economically inactive: Other; measures: Value,Sex: All persons; Economic Activity: Unemployed: Age 16 to 24; measures: Value,Sex: All persons; Economic Activity: Unemployed: Age 50 to 74; measures: Value,Sex: All persons; Economic Activity: Unemployed: Never worked; measures: Value,Sex: All persons; Economic Activity: Long-term unemployed; measures: Value,Sex: Males; Economic Activity: All usual residents aged 16 to 74; measures: Value,Sex: Males; Economic Activity: Economically active; measures: Value,Sex: Males; Economic Activity: Economically active: In employment; measures: Value,Sex: Males; Economic Activity: Economically active: Employee: Part-time; measures: Value,Sex: Males; Economic Activity: Economically active: Employee: Full-time; measures: Value,Sex: Males; Economic Activity: Economically active: Self-employed; measures: Value,Sex: Males; Economic Activity: Economically active: Unemployed; measures: Value,Sex: Males; Economic Activity: Economically active: Full-time student; measures: Value,Sex: Males; Economic Activity: Economically Inactive; measures: Value,Sex: Males; Economic Activity: Economically inactive: Retired; measures: Value,Sex: Males; Economic Activity: Economically inactive: Student (including full-time students); measures: Value,Sex: Males; Economic Activity: Economically inactive: Looking after home or family; measures: Value,Sex: Males; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value,Sex: Males; Economic Activity: Economically inactive: Other; measures: Value,Sex: Males; Economic Activity: Unemployed: Age 16 to 24; measures: Value,Sex: Males; Economic Activity: Unemployed: Age 50 to 74; measures: Value,Sex: Males; Economic Activity: Unemployed: Never worked; measures: Value,Sex: Males; Economic Activity: Long-term unemployed; measures: Value,Sex: Females; Economic Activity: All usual residents aged 16 to 74; measures: Value,Sex: Females; Economic Activity: Economically active; measures: Value,Sex: Females; Economic Activity: Economically active: In employment; measures: Value,Sex: Females; Economic Activity: Economically active: Employee: Part-time; measures: Value,Sex: Females; Economic Activity: Economically active: Employee: Full-time; measures: Value,Sex: Females; Economic Activity: Economically active: Self-employed; measures: Value,Sex: Females; Economic Activity: Economically active: Unemployed; measures: Value,Sex: Females; Economic Activity: Economically active: Full-time student; measures: Value,Sex: Females; Economic Activity: Economically Inactive; measures: Value,Sex: Females; Economic Activity: Economically inactive: Retired; measures: Value,Sex: Females; Economic Activity: Economically inactive: Student (including full-time students); measures: Value,Sex: Females; Economic Activity: Economically inactive: Looking after home or family; measures: Value,Sex: Females; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value,Sex: Females; Economic Activity: Economically inactive: Other; measures: Value,Sex: Females; Economic Activity: Unemployed: Age 16 to 24; measures: Value,Sex: Females; Economic Activity: Unemployed: Age 50 to 74; measures: Value,Sex: Females; Economic Activity: Unemployed: Never worked; measures: Value,Sex: Females; Economic Activity: Long-term unemployed; measures: Value,RowID
2011,Wakefield,E08000036,Total,240997,164768,148026,35763,95559,16704,11702,5040,76229,38721,8474,9554,14092,5388,3875,1937,1900,4496,119565,87505,78240,6811,59162,12267,7080,2185,32060,16727,4174,1086,7657,2416,2404,1357,1122,2532,121432,77263,69786,28952,36397,4437,4622,2855,44169,21994,4300,8468,6435,2972,1471,580,778,1964,71
2011,Derby,E06000015,Total,179291,123691,106946,26310,68979,11657,9297,7448,55600,22925,11237,8595,8574,4269,2961,1277,1760,3668,89232,66060,57083,6060,42432,8591,5590,3387,23172,9976,6110,881,4413,1792,1783,886,971,2119,90059,57631,49863,20250,26547,3066,3707,4061,32428,12949,5127,7714,4161,2477,1178,391,789,1549,72
2011,Leicester,E06000016,Total,242232,156425,128142,33341,80780,14021,14982,13301,85807,22435,27604,15035,12397,8336,3920,2530,3165,6109,120130,85795,70598,10734,49131,10733,8835,6362,34335,9474,13527,1477,6347,3510,2302,1657,1685,3508,122102,70630,57544,22607,31649,3288,6147,6939,51472,12961,14077,13558,6050,4826,1618,873,1480,2601,73
2011,Nottingham,E06000018,Total,232072,142327,112861,27605,72252,13004,14775,14691,89745,21144,37733,10854,13161,6853,4359,2075,2879,5834,118102,76978,60973,7882,43350,9741,9151,6854,41124,9241,19887,1370,7251,3375,2587,1465,1675,3467,113970,65349,51888,19723,28902,3263,5624,7837,48621,11903,17846,9484,5910,3478,1772,610,1204,2367,74
2011,Rutland,E06000017,Total,27052,18758,17509,3847,10314,3348,643,606,8294,4579,1568,878,463,806,165,187,69,245,13893,10271,9623,924,6571,2128,349,299,3622,1924,826,47,231,594,99,105,45,122,13159,8487,7886,2923,3743,1220,294,307,4672,2655,742,831,232,212,66,82,24,123,75
2011,Amber Valley,E07000032,Total,90558,63280,57786,13374,36229,8183,3503,1991,27278,15715,3109,3417,3680,1357,1079,672,425,1418,45137,33832,30871,2265,22797,5809,2121,840,11305,6887,1536,375,1934,573,707,436,260,815,45421,29448,26915,11109,13432,2374,1382,1151,15973,8828,1573,3042,1746,784,372,236,165,603,76
2011,Bolsover,E07000033,Total,55945,37442,33578,7986,21542,4050,2612,1252,18503,9463,1962,2435,3626,1017,869,417,438,1078,28002,20099,17943,1489,13508,2946,1600,556,7903,4180,980,323,1996,424,578,281,268,584,27943,17343,15635,6497,8034,1104,1012,696,10600,5283,982,2112,1630,593,291,136,170,494,77
2011,Chesterfield,E07000034,Total,76409,51909,46543,12272,28593,5678,3557,1809,24500,12894,2782,2916,4554,1354,1131,615,559,1449,37960,27549,24525,2558,17836,4131,2180,844,10411,5582,1360,375,2514,580,685,418,323,866,38449,24360,22018,9714,10757,1547,1377,965,14089,7312,1422,2541,2040,774,446,197,236,583,78
2011,Derbyshire Dales,E07000035,Total,51978,36541,34001,8270,18153,7578,1394,1146,15437,9903,1699,1581,1322,932,355,384,143,558,26058,19566,18215,1556,11513,5146,863,488,6492,4217,891,120,685,579,232,266,97,357,25920,16975,15786,6714,6640,2432,531,658,8945,5686,808,1461,637,353,123,118,46,201,79
2011,Erewash,E07000036,Total,82609,59044,53309,12446,34268,6595,3742,1993,23565,12894,2970,3107,3304,1290,1203,719,519,1610,40797,31164,28053,2260,21058,4735,2293,818,9633,5561,1410,347,1704,611,748,487,310,929,41812,27880,25256,10186,13210,1860,1449,1175,13932,7333,1560,2760,1600,679,455,232,209,681,80
2011,High Peak,E07000037,Total,67389,48560,44173,10316,26377,7480,2576,1811,18829,10561,2893,1998,2473,904,767,509,333,1017,33610,25645,23275,1891,16108,5276,1563,807,7965,4616,1428,215,1302,404,479,335,208,588,33779,22915,20898,8425,10269,2204,1013,1004,10864,5945,1465,1783,1171,500,288,174,125,429,81
2011,North East Derbyshire,E07000038,Total,73460,49919,45568,11679,27073,6816,2697,1654,23541,14159,2486,2575,3285,1036,834,589,417,1053,36439,26523,24085,2157,17014,4914,1685,753,9916,6089,1277,267,1790,493,552,414,272,626,37021,23396,21483,9522,10059,1902,1012,901,13625,8070,1209,2308,1495,543,282,175,145,427,82
2011,South Derbyshire,E07000039,Total,69450,50358,46409,10279,29738,6392,2125,1824,19092,10286,2521,2749,2443,1093,667,395,231,805,34586,26971,24969,1718,18850,4401,1236,766,7615,4426,1288,219,1235,447,417,252,130,425,34864,23387,21440,8561,10888,1991,889,1058,11477,5860,1233,2530,1208,646,250,143,101,380,83
2011,Blaby,E07000129,Total,68558,50661,46701,10733,29207,6761,1963,1997,17897,10721,2495,1914,1565,1202,588,424,211,689,34017,26539,24489,1789,17793,4907,1147,903,7478,4511,1288,170,783,726,362,273,106,396,34541,24122,22212,8944,11414,1854,816,1094,10419,6210,1207,1744,782,476,226,151,105,293,84
2011,Charnwood,E07000130,Total,124967,84609,75236,17209,47592,10435,3864,5509,40358,17092,14278,3930,3437,1621,1071,789,517,1480,63179,44931,39872,3289,29220,7363,2254,2805,18248,7224,8252,351,1741,680,659,532,291,810,61788,39678,35364,13920,18372,3072,1610,2704,22110,9868,6026,3579,1696,941,412,257,226,670,85
2011,Harborough,E07000131,Total,61913,45791,42742,9419,25343,7980,1517,1532,16122,9569,2415,1871,1232,1035,387,386,157,497,30891,24285,22739,1684,15576,5479,856,690,6606,3971,1245,139,607,644,237,257,107,248,31022,21506,20003,7735,9767,2501,661,842,9516,5598,1170,1732,625,391,150,129,50,249,86
2011,Hinckley and Bosworth,E07000132,Total,77716,56538,52259,11408,33087,7764,2448,1831,21178,12924,2615,2510,2205,924,732,541,310,959,38534,30046,27791,1849,20463,5479,1463,792,8488,5498,1280,241,1090,379,450,372,191,536,39182,26492,24468,9559,12624,2285,985,1039,12690,7426,1335,2269,1115,545,282,169,119,423,87
2011,Melton,E07000133,Total,36955,27422,25358,5636,15481,4241,1067,997,9533,5831,1231,1247,779,445,301,234,116,379,18416,14641,13581,976,9746,2859,613,447,3775,2504,596,96,390,189,192,143,69,208,18539,12781,11777,4660,5735,1382,454,550,5758,3327,635,1151,389,256,109,91,47,171,88
2011,North West Leicestershire,E07000134,Total,68556,48999,44994,9845,28778,6371,2361,1644,19557,11025,2611,2595,2350,976,708,509,292,930,34245,26347,24241,1609,18202,4430,1361,745,7898,4782,1250,250,1177,439,461,320,180,477,34311,22652,20753,8236,10576,1941,1000,899,11659,6243,1361,2345,1173,537,247,189,112,453,89
2011,Oadby and Wigston,E07000135,Total,40797,28119,25226,6146,15570,3510,1314,1579,12678,6102,3555,1296,1098,627,361,251,184,522,19896,14653,13203,1238,9334,2631,730,720,5243,2495,1839,114,524,271,213,158,93,265,20901,13466,12023,4908,6236,879,584,859,7435,3607,1716,1182,574,356,148,93,91,257,90
2011,Boston,E07000136,Total,47306,33031,30070,7480,18683,3907,1969,992,14275,7842,1447,1838,2083,1065,611,398,270,802,23318,17441,15833,1609,11421,2803,1164,444,5877,3321,712,207,1080,557,393,256,149,442,23988,15590,14237,5871,7262,1104,805,548,8398,4521,735,1631,1003,508,218,142,121,360,91
2011,East Lindsey,E07000137,Total,99928,60716,54875,14264,29753,10858,3966,1875,39212,24038,3234,4356,5795,1789,1270,917,515,1512,48949,32434,29248,3187,18704,7357,2367,819,16515,10478,1629,543,3099,766,801,581,297,850,50979,28282,25627,11077,11049,3501,1599,1056,22697,13560,1605,3813,2696,1023,469,336,218,662,92
2011,Lincoln,E07000138,Total,71577,49523,40981,9926,26504,4551,3533,5009,22054,8015,6287,2880,3278,1594,1147,573,585,1418,35213,25890,21745,2294,16125,3326,2175,1970,9323,3476,2914,348,1740,845,692,384,335,844,36364,23633,19236,7632,10379,1225,1358,3039,12731,4539,3373,2532,1538,749,455,189,250,574,93
2011,North Kesteven,E07000139,Total,78616,55065,50921,11437,32060,7424,2290,1854,23551,14890,2536,2942,2280,903,675,542,254,811,38586,29218,27206,2108,20078,5020,1288,724,9368,6356,1261,224,1152,375,420,352,165,411,40030,25847,23715,9329,11982,2404,1002,1130,14183,8534,1275,2718,1128,528,255,190,89,400,94
2011,South Holland,E07000140,Total,63920,44276,40532,8432,25724,6376,2532,1212,19644,11891,1846,2549,2308,1050,695,568,267,1038,31394,23710,21765,1466,15838,4461,1426,519,7684,4944,881,249,1135,475,418,350,161,522,32526,20566,18767,6966,9886,1915,1106,693,11960,6947,965,2300,1173,575,277,218,106,516,95
2011,South Kesteven,E07000141,Total,97319,70273,64499,14579,40051,9869,3248,2526,27046,16064,3113,3586,2840,1443,881,713,369,1251,47410,36738,33779,2504,24619,6656,1848,1111,10672,6836,1587,277,1381,591,531,461,222,661,49909,33535,30720,12075,15432,3213,1400,1415,16374,9228,1526,3309,1459,852,350,252,147,590,96
2011,West Lindsey,E07000142,Total,65531,44768,40734,9855,24183,6696,2497,1537,20763,12366,2367,2598,2492,940,799,539,357,965,32069,23601,21462,1758,15163,4541,1484,655,8468,5377,1155,215,1303,418,485,359,207,526,33462,21167,19272,8097,9020,2155,1013,882,12295,6989,1212,2383,1189,522,314,180,150,439,97
2011,Corby,E07000150,Total,45049,33166,29686,6145,20899,2642,2222,1258,11883,5566,1504,1759,2237,817,681,358,213,743,22338,17629,15767,1170,12677,1920,1298,564,4709,2298,780,187,1109,335,417,211,139,377,22711,15537,13919,4975,8222,722,924,694,7174,3268,724,1572,1128,482,264,147,74,366,98
2011,Daventry,E07000151,Total,57379,41546,38296,7904,23617,6775,1731,1519,15833,8777,1978,2079,1456,1543,478,433,167,634,28835,22173,20517,1400,14552,4565,996,660,6662,3729,987,157,696,1093,309,262,99,335,28544,19373,17779,6504,9065,2210,735,859,9171,5048,991,1922,760,450,169,171,68,299,99
2011,East Northamptonshire,E07000152,Total,63006,45821,42219,8602,26972,6645,2136,1466,17185,9549,2504,2517,1808,807,606,479,254,768,31417,24637,22757,1355,16772,4630,1236,644,6780,4034,1334,189,888,335,367,309,150,385,31589,21184,19462,7247,10200,2015,900,822,10405,5515,1170,2328,920,472,239,170,104,383,100
2011,Kettering,E07000153,Total,67920,50012,45524,9967,29305,6252,2728,1760,17908,9729,2101,2616,2408,1054,800,545,316,1050,33691,26626,24212,1734,18008,4470,1616,798,7065,4035,1059,257,1237,477,502,358,189,553,34229,23386,21312,8233,11297,1782,1112,962,10843,5694,1042,2359,1171,577,298,187,127,497,101
2011,Northampton,E07000154,Total,155682,115479,101887,21026,68363,12498,7223,6369,40203,17458,7871,6026,5837,3011,1932,1303,926,2881,77124,60919,53882,4197,40483,9202,4239,2798,16205,7295,3938,575,3084,1313,1175,855,515,1582,78558,54560,48005,16829,27880,3296,2984,3571,23998,10163,3933,5451,2753,1698,757,448,411,1299,102
2011,South Northamptonshire,E07000155,Total,62321,47449,44317,9004,27039,8274,1476,1656,14872,9161,1847,2109,1045,710,400,430,125,507,30854,25132,23550,1353,16565,5632,839,743,5722,3834,952,125,488,323,240,285,79,271,31467,22317,20767,7651,10474,2642,637,913,9150,5327,895,1984,557,387,160,145,46,236,103
2011,Wellingborough,E07000156,Total,54817,39247,35256,7449,23367,4440,2562,1429,15570,8059,1844,2360,2109,1198,688,549,317,1006,27128,20935,18779,1381,14186,3212,1522,634,6193,3333,952,214,1040,654,440,361,186,566,27689,18312,16477,6068,9181,1228,1040,795,9377,4726,892,2146,1069,544,248,188,131,440,104
2011,Ashfield,E07000170,Total,88037,59970,53931,12976,34795,6160,4140,1899,28067,14545,2921,3986,4912,1703,1378,670,666,1662,43591,31894,28535,2274,21711,4550,2516,843,11697,6415,1481,450,2618,733,906,448,409,930,44446,28076,25396,10702,13084,1610,1624,1056,16370,8130,1440,3536,2294,970,472,222,257,732,105
2011,Bassetlaw,E07000171,Total,83305,56556,51284,12752,31585,6947,3294,1978,26749,14204,2914,3162,4219,2250,1117,553,516,1276,41850,30320,27543,2708,19941,4894,1949,828,11530,6084,1473,317,2242,1414,702,374,294,694,41455,26236,23741,10044,11644,2053,1345,1150,15219,8120,1441,2845,1977,836,415,179,222,582,106
2011,Broxtowe,E07000172,Total,81573,56838,51329,11855,33191,6283,3156,2353,24735,13440,4574,2724,2833,1164,933,678,416,1224,40789,30249,27250,2380,20342,4528,1921,1078,10540,5822,2513,238,1445,522,617,437,263,690,40784,26589,24079,9475,12849,1755,1235,1275,14195,7618,2061,2486,1388,642,316,241,153,534,107
2011,Gedling,E07000173,Total,83284,59493,53867,12940,33171,7756,3391,2235,23791,13774,3006,2717,3032,1262,1116,694,511,1272,40786,30952,27910,2577,19711,5622,2100,942,9834,5913,1517,254,1592,558,728,464,328,739,42498,28541,25957,10363,13460,2134,1291,1293,13957,7861,1489,2463,1440,704,388,230,183,533,108
2011,Mansfield,E07000174,Total,77155,52392,46961,11627,29832,5502,3547,1884,24763,12120,2661,3436,4996,1550,1193,576,603,1381,38348,27864,24848,2404,18352,4092,2222,794,10484,5363,1299,432,2732,658,763,395,375,812,38807,24528,22113,9223,11480,1410,1325,1090,14279,6757,1362,3004,2264,892,430,181,228,569,109
2011,Newark and Sherwood,E07000175,Total,84145,57971,52872,12686,31947,8239,2995,2104,26174,14352,3157,3423,3590,1652,938,585,437,1090,41887,30979,28308,2564,19933,5811,1751,920,10908,6215,1560,292,1941,900,577,385,240,589,42258,26992,24564,10122,12014,2428,1244,1184,15266,8137,1597,3131,1649,752,361,200,197,501,110
2011,Rushcliffe,E07000176,Total,80755,58045,53133,11753,32677,8703,2222,2690,22710,12820,4465,2435,1758,1232,575,500,225,802,40113,30530,27990,2401,19718,5871,1357,1183,9583,5562,2187,176,953,705,386,329,155,458,40642,27515,25143,9352,12959,2832,865,1507,13127,7258,2278,2259,805,527,189,171,70,344,111
2011,"Herefordshire, County of",E06000019,Total,133442,95114,87590,20345,48094,19151,4353,3171,38328,22149,4845,4636,4600,2098,1308,976,493,1630,66453,50822,46897,3866,29799,13232,2583,1342,15631,9312,2534,439,2420,926,852,589,321,873,66989,44292,40693,16479,18295,5919,1770,1829,22697,12837,2311,4197,2180,1172,456,387,172,757,112
2011,Shropshire,E06000051,Total,223892,158983,146401,34760,83106,28535,7350,5232,64909,37833,8764,7529,7237,3546,2187,1569,856,2837,112582,85814,79023,6648,52301,20074,4486,2305,26768,15897,4549,681,3834,1807,1426,1026,542,1603,111310,73169,67378,28112,30805,8461,2864,2927,38141,21936,4215,6848,3403,1739,761,543,314,1234,113
2011,Stoke-on-Trent,E06000021,Total,182808,119743,103269,24732,67097,11440,9715,6759,63065,26108,10260,8553,13223,4921,2993,1442,1589,3851,92289,65624,56336,6079,41345,8912,6076,3212,26665,11105,5332,1051,7043,2134,1926,989,931,2291,90519,54119,46933,18653,25752,2528,3639,3547,36400,15003,4928,7502,6180,2787,1067,453,658,1560,114
2011,Telford and Wrekin,E06000020,Total,122279,84947,75685,16530,50567,8588,5806,3456,37332,16798,6213,5923,6001,2397,1826,859,833,2359,61199,46004,40935,3384,31442,6109,3487,1582,15195,7176,3246,702,3044,1027,1108,536,500,1336,61080,38943,34750,13146,19125,2479,2319,1874,22137,9622,2967,5221,2957,1370,718,323,333,1023,115
2011,Cannock Chase,E07000192,Total,72274,51306,46115,11009,28840,6266,3311,1880,20968,10735,2604,3007,3415,1207,1070,551,485,1373,35953,27499,24682,1895,17912,4875,2004,813,8454,4588,1274,309,1769,514,666,371,271,811,36321,23807,21433,9114,10928,1391,1307,1067,12514,6147,1330,2698,1646,693,404,180,214,562,116
2011,East Staffordshire,E07000193,Total,83059,58578,53144,12135,33829,7180,3171,2263,24481,12497,3077,3691,3103,2113,981,594,418,1127,41867,31756,28831,2341,21293,5197,1886,1039,10111,5325,1549,316,1663,1258,630,411,227,585,41192,26822,24313,9794,12536,1983,1285,1224,14370,7172,1528,3375,1440,855,351,183,191,542,117
2011,Lichfield,E07000194,Total,74757,51862,47536,10890,28837,7809,2531,1795,22895,13883,2793,2603,2276,1340,741,575,310,960,37307,27695,25389,2098,17761,5530,1531,775,9612,6013,1379,227,1196,797,486,379,208,539,37450,24167,22147,8792,11076,2279,1000,1020,13283,7870,1414,2376,1080,543,255,196,102,421,118
2011,Newcastle-under-Lyme,E07000195,Total,92335,61568,54599,12736,34876,6987,3378,3591,30767,14830,7063,2983,4341,1550,1048,675,418,1327,46201,32778,29099,2578,21345,5176,2122,1557,13423,6318,3663,364,2345,733,678,468,251,786,46134,28790,25500,10158,13531,1811,1256,2034,17344,8512,3400,2619,1996,817,370,207,167,541,119
2011,South Staffordshire,E07000196,Total,80718,56418,51671,12224,30995,8452,2670,2077,24300,14754,3158,2560,2228,1600,813,616,340,1074,40257,29893,27314,2128,18932,6254,1653,926,10364,6382,1589,211,1154,1028,536,413,223,643,40461,26525,24357,10096,12063,2198,1017,1151,13936,8372,1569,2349,1074,572,277,203,117,431,120
2011,Stafford,E07000197,Total,97297,68274,61923,14101,38948,8874,3028,3323,29023,16246,4921,2888,3024,1944,872,660,370,1164,49551,36612,33030,2947,23774,6309,1834,1748,12939,7046,3002,252,1580,1059,535,442,212,701,47746,31662,28893,11154,15174,2565,1194,1575,16084,9200,1919,2636,1444,885,337,218,158,463,121
2011,Staffordshire Moorlands,E07000198,Total,72085,49988,46130,10527,27432,8171,2031,1827,22097,13745,2379,2093,2926,954,578,447,216,754,35966,26614,24612,1946,16846,5820,1253,749,9352,5979,1144,205,1549,475,383,300,138,445,36119,23374,21518,8581,10586,2351,778,1078,12745,7766,1235,1888,1377,479,195,147,78,309,122
2011,Tamworth,E07000199,Total,56833,41188,37120,8566,24514,4040,2541,1527,15645,8104,2012,2366,2344,819,727,497,283,1042,27939,21841,19754,1550,15252,2952,1443,644,6098,3417,954,227,1160,340,431,320,163,551,28894,19347,17366,7016,9262,1088,1098,883,9547,4687,1058,2139,1184,479,296,177,120,491,123
2011,North Warwickshire,E07000218,Total,46170,33151,30410,6732,18982,4696,1662,1079,13019,7636,1534,1543,1632,674,494,370,207,639,22984,17587,16126,1201,11564,3361,1001,460,5397,3328,794,158,842,275,295,242,128,355,23186,15564,14284,5531,7418,1335,661,619,7622,4308,740,1385,790,399,199,128,79,284,124
2011,Nuneaton and Bedworth,E07000219,Total,92090,65173,58292,13588,38428,6276,4363,2518,26917,14372,3280,3616,4058,1591,1343,757,646,1787,45625,34709,31027,2599,23853,4575,2650,1032,10916,6163,1598,365,2147,643,835,498,386,1017,46465,30464,27265,10989,14575,1701,1713,1486,16001,8209,1682,3251,1911,948,508,259,260,770,125
2011,Rugby,E07000220,Total,72759,53457,49018,10096,32415,6507,2613,1826,19302,10723,2836,2557,2068,1118,729,542,313,951,36507,28675,26288,1758,20087,4443,1543,844,7832,4698,1395,236,1036,467,450,355,181,522,36252,24782,22730,8338,12328,2064,1070,982,11470,6025,1441,2321,1032,651,279,187,132,429,126
2011,Stratford-on-Avon,E07000221,Total,87728,63253,58844,12651,33817,12376,2154,2255,24475,15155,2987,3056,2029,1248,531,644,193,756,42947,33306,31072,2283,20666,8123,1278,956,9641,6411,1442,215,1035,538,346,409,129,430,44781,29947,27772,10368,13151,4253,876,1299,14834,8744,1545,2841,994,710,185,235,64,326,127
2011,Warwick,E07000222,Total,102883,73309,66564,13456,43062,10046,3118,3627,29574,13319,9243,3011,2626,1375,735,677,336,1183,52048,38975,35404,2772,25928,6704,1896,1675,13073,5768,5053,238,1371,643,481,466,194,722,50835,34334,31160,10684,17134,3342,1222,1952,16501,7551,4190,2773,1255,732,254,211,142,461,128
2011,Birmingham,E08000025,Total,760252,488221,400679,96186,251668,52825,54114,33428,272031,81213,74102,48771,39917,28028,14994,8237,13444,22140,374659,265992,216421,29659,146204,40558,34004,15567,108667,35287,36476,4702,20792,11410,9421,5762,7376,14209,385593,222229,184258,66527,105464,12267,20110,17861,163364,45926,37626,44069,19125,16618,5573,2475,6068,7931,129
2011,Coventry,E08000026,Total,231871,153745,128764,29800,84624,14340,12532,12449,78126,27790,24219,10049,10487,5581,3521,1916,2394,4872,116897,82379,68272,6964,50648,10660,7679,6428,34518,12259,13467,1073,5364,2355,2163,1337,1279,2831,114974,71366,60492,22836,33976,3680,4853,6021,43608,15531,10752,8976,5123,3226,1358,579,1115,2041,130
2011,Dudley,E08000027,Total,226726,155530,137720,33987,86654,17079,12064,5746,71196,36619,9636,10355,10060,4526,3479,2237,2035,5401,112766,83647,73582,6284,54165,13133,7583,2482,29119,15889,4870,1079,5406,1875,2236,1566,1167,3333,113960,71883,64138,27703,32489,3946,4481,3264,42077,20730,4766,9276,4654,2651,1243,671,868,2068,131
2011,Sandwell,E08000028,Total,219508,146653,124338,29779,81339,13220,16049,6266,72855,28582,11728,12859,12679,7007,4653,2550,3406,6937,108870,79587,66894,7357,49169,10368,9900,2793,29283,12297,5857,1475,6683,2971,3000,1743,1917,4192,110638,67066,57444,22422,32170,2852,6149,3473,43572,16285,5871,11384,5996,4036,1653,807,1489,2745,132
2011,Solihull,E08000029,Total,148360,105108,94586,21701,59212,13673,6304,4218,43252,24019,6496,5506,4949,2282,2064,1201,983,2497,72566,55089,49420,4048,35591,9781,3834,1835,17477,10374,3226,434,2556,887,1336,814,608,1418,75794,50019,45166,17653,23621,3892,2470,2383,25775,13645,3270,5072,2393,1395,728,387,375,1079,133
2011,Walsall,E08000030,Total,191974,126805,108668,26934,67743,13991,13006,5131,65169,28865,9544,11220,9974,5566,3936,2086,2690,5844,95034,69220,58923,6196,41818,10909,7988,2309,25814,12301,4622,1329,5291,2271,2452,1398,1471,3491,96940,57585,49745,20738,25925,3082,5018,2822,39355,16564,4922,9891,4683,3295,1484,688,1219,2353,134
2011,Wolverhampton,E08000031,Total,179983,120402,99729,24364,63981,11384,14127,6546,59581,23763,11036,9479,9765,5538,3989,2241,2823,6236,89977,65252,53288,5852,38694,8742,8817,3147,24725,10189,5589,1160,5220,2567,2446,1521,1605,3867,90006,55150,46441,18512,25287,2642,5310,3399,34856,13574,5447,8319,4545,2971,1543,720,1218,2369,135
2011,Bromsgrove,E07000234,Total,67807,48664,44867,10393,26705,7769,2070,1727,19143,11031,2836,1909,1714,1653,639,475,240,769,33901,25332,23294,1800,16001,5493,1310,728,8569,4865,1440,168,881,1215,437,321,172,470,33906,23332,21573,8593,10704,2276,760,999,10574,6166,1396,1741,833,438,202,154,68,299,136
2011,Malvern Hills,E07000235,Total,53512,36261,33349,7704,18038,7607,1690,1222,17251,10292,2583,1877,1692,807,460,455,192,618,26272,19262,17718,1525,11050,5143,1010,534,7010,4352,1208,186,897,367,291,293,119,350,27240,16999,15631,6179,6988,2464,680,688,10241,5940,1375,1691,795,440,169,162,73,268,137
2011,Redditch,E07000236,Total,62523,46220,41464,8991,27383,5090,2877,1879,16303,8106,2394,2440,2374,989,840,639,315,1097,31184,24642,22125,1634,16680,3811,1716,801,6542,3524,1209,232,1158,419,527,403,191,585,31339,21578,19339,7357,10703,1279,1161,1078,9761,4582,1185,2208,1216,570,313,236,124,512,138
2011,Worcester,E07000237,Total,73382,53966,47532,11000,30777,5755,3071,3363,19416,8918,4046,2713,2497,1242,903,616,398,1213,36455,28514,25089,2122,18845,4122,1952,1473,7941,3794,2061,258,1271,557,563,413,255,724,36927,25452,22443,8878,11932,1633,1119,1890,11475,5124,1985,2455,1226,685,340,203,143,489,139
2011,Wychavon,E07000238,Total,85481,61260,56459,12816,32863,10780,2675,2126,24221,14864,2854,2897,2278,1328,671,722,257,1042,42399,32568,30006,2307,20343,7356,1626,936,9831,6292,1438,218,1173,710,426,482,161,607,43082,28692,26453,10509,12520,3424,1049,1190,14390,8572,1416,2679,1105,618,245,240,96,435,140
2011,Wyre Forest,E07000239,Total,72331,49712,45060,10994,27045,7021,3041,1611,22619,13356,2413,2638,2972,1240,902,672,424,1291,35907,26482,23880,2189,16655,5036,1874,728,9425,5799,1234,259,1573,560,558,473,258,743,36424,23230,21180,8805,10390,1985,1167,883,13194,7557,1179,2379,1399,680,344,199,166,548,141
2011,Bedford,E06000055,Total,113764,81782,72610,15841,45943,10826,5060,4112,31982,14517,6231,4918,3749,2567,1314,1037,733,1969,56180,43412,38533,3376,27366,7791,3023,1856,12768,6183,3157,365,1898,1165,854,673,436,1120,57584,38370,34077,12465,18577,3035,2037,2256,19214,8334,3074,4553,1851,1402,460,364,297,849,142
